wallet,asset,amount_usd,timestamp,event
0x0000000000000000000000000000000000000000,ETH,3022.4396091241733,1636755200,borrow
0x0000000000000000000000000000000000000000,USDC,2420.4492343429483,1643079680,borrow
0x0000000000000000000000000000000000000000,WBTC,2468.8913084278392,1649404160,borrow
0x0000000000000000000000000000000000000000,DAI,3089.848457747122,1655728640,borrow
0x0000000000000000000000000000000000000000,USDT,3463.335486405476,1662053120,borrow
0x0000000000000000000000000000000000000000,LINK,2460.2304435177284,1668377600,borrow
0x0000000000000000000000000000000000000000,AAVE,3137.633401933697,1674702080,borrow
0x0000000000000000000000000000000000000000,ETH,3481.792433827495,1681026560,borrow
0x0000000000000000000000000000000000000000,USDC,2073.5434028550576,1687351040,borrow
0x0000000000000000000000000000000000000000,WBTC,2780.921258601312,1693675520,borrow
0x0000000000000000000000000000000000000001,ETH,3510.203945174428,1681856000,borrow
0x0000000000000000000000000000000000000001,USDC,5936.1496726805535,1686392000,borrow
0x0000000000000000000000000000000000000001,WBTC,4331.931151782573,1690928000,borrow
0x0000000000000000000000000000000000000001,DAI,4468.654414513954,1695464000,borrow
0x0000000000000000000000000000000000000002,ETH,2615.9759701699413,1621203200,borrow
0x0000000000000000000000000000000000000002,USDC,2759.7494252024107,1634336000,borrow
0x0000000000000000000000000000000000000002,WBTC,2210.5929942180815,1647468800,borrow
0x0000000000000000000000000000000000000002,DAI,2585.2623585990987,1660601600,borrow
0x0000000000000000000000000000000000000002,USDT,2995.6370589107987,1673734400,borrow
0x0000000000000000000000000000000000000002,LINK,2897.6383464248875,1686867200,borrow
0x0000000000000000000000000000000000000003,ETH,837.2581345961273,1628028800,borrow
0x0000000000000000000000000000000000000003,USDC,945.6242834090525,1652019200,borrow
0x0000000000000000000000000000000000000003,WBTC,915.5371118080212,1676009600,borrow
0x0000000000000000000000000000000000000004,ETH,6928.0863915073,1683756800,borrow
0x0000000000000000000000000000000000000004,USDC,7616.038371872474,1687817600,borrow
0x0000000000000000000000000000000000000004,WBTC,7251.092009471667,1691878400,borrow
0x0000000000000000000000000000000000000004,DAI,6099.3697387812645,1695939200,borrow
0x0000000000000000000000000000000000000005,ETH,7215.834813008511,1624400000,borrow
0x0000000000000000000000000000000000000005,USDC,5082.185870338184,1633850000,borrow
0x0000000000000000000000000000000000000005,WBTC,5174.965357539156,1643300000,borrow
0x0000000000000000000000000000000000000005,DAI,8270.553842178522,1652750000,borrow
0x0000000000000000000000000000000000000005,USDT,7442.766611163337,1662200000,borrow
0x0000000000000000000000000000000000000005,LINK,8334.24246345737,1671650000,borrow
0x0000000000000000000000000000000000000005,AAVE,9150.122571678094,1681100000,borrow
0x0000000000000000000000000000000000000005,ETH,7000.731249610314,1690550000,borrow
0x0000000000000000000000000000000000000006,ETH,3089.968171485271,1674598400,borrow
0x0000000000000000000000000000000000000006,USDC,4414.753758802843,1679678720,borrow
0x0000000000000000000000000000000000000006,WBTC,3117.7586847539737,1684759040,borrow
0x0000000000000000000000000000000000000006,DAI,4401.812871138352,1689839360,borrow
0x0000000000000000000000000000000000000006,USDT,4171.466754425636,1694919680,borrow
0x0000000000000000000000000000000000000007,ETH,479.9186083011058,1690668800,borrow
0x0000000000000000000000000000000000000007,USDC,387.6434915725664,1695334400,borrow
0x0000000000000000000000000000000000000008,ETH,1240.3689087827647,1642371200,borrow
0x0000000000000000000000000000000000000008,USDC,1327.7736866737675,1650603885,borrow
0x0000000000000000000000000000000000000008,WBTC,1751.2445618778797,1658836571,borrow
0x0000000000000000000000000000000000000008,DAI,1556.7756306655813,1667069257,borrow
0x0000000000000000000000000000000000000008,USDT,1616.073439868462,1675301942,borrow
0x0000000000000000000000000000000000000008,LINK,1409.9153941398315,1683534628,borrow
0x0000000000000000000000000000000000000008,AAVE,1896.117846290117,1691767314,borrow
0x0000000000000000000000000000000000000009,ETH,3595.955381197872,1642630400,borrow
0x0000000000000000000000000000000000000009,USDC,2455.060765811421,1656972800,borrow
0x0000000000000000000000000000000000000009,WBTC,3129.796568514891,1671315200,borrow
0x0000000000000000000000000000000000000009,DAI,2220.8124405867775,1685657600,borrow
0x000000000000000000000000000000000000000a,ETH,12100.887036908853,1689459200,borrow
0x000000000000000000000000000000000000000b,ETH,344.9911498050879,1670710400,borrow
0x000000000000000000000000000000000000000b,USDC,382.6653386179444,1673639360,borrow
0x000000000000000000000000000000000000000b,WBTC,303.249151863485,1676568320,borrow
0x000000000000000000000000000000000000000b,DAI,435.8659462165294,1679497280,borrow
0x000000000000000000000000000000000000000b,USDT,289.3794067089914,1682426240,borrow
0x000000000000000000000000000000000000000b,LINK,452.4833625841863,1685355200,borrow
0x000000000000000000000000000000000000000b,AAVE,265.17373171367836,1688284160,borrow
0x000000000000000000000000000000000000000b,ETH,314.13777420813005,1691213120,borrow
0x000000000000000000000000000000000000000b,USDC,373.51746597499016,1694142080,borrow
0x000000000000000000000000000000000000000b,WBTC,437.33699529182593,1697071040,borrow
0x000000000000000000000000000000000000000c,ETH,1470.04249985403,1614204800,borrow
0x000000000000000000000000000000000000000c,USDC,1165.7715058275608,1631363840,borrow
0x000000000000000000000000000000000000000c,WBTC,1707.7935690605175,1648522880,borrow
0x000000000000000000000000000000000000000c,DAI,1486.1764182650027,1665681920,borrow
0x000000000000000000000000000000000000000c,USDT,1179.457189451497,1682840960,borrow
0x000000000000000000000000000000000000000d,ETH,1600.935340047749,1640556800,borrow
0x000000000000000000000000000000000000000d,USDC,1706.0172980248537,1670278400,borrow
0x000000000000000000000000000000000000000e,ETH,2872.5301187040477,1636236800,borrow
0x000000000000000000000000000000000000000e,USDC,2940.1404647673653,1657491200,borrow
0x000000000000000000000000000000000000000e,WBTC,3207.1992659161524,1678745600,borrow
0x000000000000000000000000000000000000000f,ETH,416.00516706940766,1679609600,borrow
0x000000000000000000000000000000000000000f,USDC,370.64957910007655,1689804800,borrow
0x0000000000000000000000000000000000000010,ETH,1175.1857612413967,1690841600,borrow
0x0000000000000000000000000000000000000010,USDC,1878.393248229313,1695420800,borrow
0x0000000000000000000000000000000000000011,ETH,2517.923365079979,1674252800,borrow
0x0000000000000000000000000000000000000011,USDC,1730.9140063025654,1687126400,borrow
0x0000000000000000000000000000000000000012,ETH,791.6212311436791,1676585600,borrow
0x0000000000000000000000000000000000000012,USDC,863.8254958384244,1681268480,borrow
0x0000000000000000000000000000000000000012,WBTC,805.9892246434146,1685951360,borrow
0x0000000000000000000000000000000000000012,DAI,932.5100178892839,1690634240,borrow
0x0000000000000000000000000000000000000012,USDT,732.0080499301023,1695317120,borrow
0x0000000000000000000000000000000000000013,ETH,2181.4148689657345,1677795200,borrow
0x0000000000000000000000000000000000000013,USDC,1547.475956184665,1682236160,borrow
0x0000000000000000000000000000000000000013,WBTC,2654.521333564044,1686677120,borrow
0x0000000000000000000000000000000000000013,DAI,1835.211639025208,1691118080,borrow
0x0000000000000000000000000000000000000013,USDT,2754.9539350811765,1695559040,borrow
0x0000000000000000000000000000000000000014,ETH,1034.761645440161,1681337600,borrow
0x0000000000000000000000000000000000000014,USDC,1073.580574509793,1684003657,borrow
0x0000000000000000000000000000000000000014,WBTC,1248.3398652607643,1686669714,borrow
0x0000000000000000000000000000000000000014,DAI,1381.2969910110562,1689335771,borrow
0x0000000000000000000000000000000000000014,USDT,1215.1063174157273,1692001828,borrow
0x0000000000000000000000000000000000000014,LINK,1147.939168755036,1694667885,borrow
0x0000000000000000000000000000000000000014,AAVE,1290.267394527873,1697333942,borrow
0x0000000000000000000000000000000000000015,ETH,8255.58014046916,1649283200,borrow
0x0000000000000000000000000000000000000015,USDC,8269.774836977036,1659426560,borrow
0x0000000000000000000000000000000000000015,WBTC,5807.018136504709,1669569920,borrow
0x0000000000000000000000000000000000000015,DAI,7174.995561302323,1679713280,borrow
0x0000000000000000000000000000000000000015,USDT,7337.210306176652,1689856640,borrow
0x0000000000000000000000000000000000000016,ETH,1073.8345338198856,1669932800,borrow
0x0000000000000000000000000000000000000016,USDC,754.9989036855285,1677449600,borrow
0x0000000000000000000000000000000000000016,WBTC,1006.6099957302366,1684966400,borrow
0x0000000000000000000000000000000000000016,DAI,1138.6359771727266,1692483200,borrow
0x0000000000000000000000000000000000000017,ETH,2191.843150262368,1628720000,borrow
0x0000000000000000000000000000000000000017,USDC,2428.100339523702,1642976000,borrow
0x0000000000000000000000000000000000000017,WBTC,2196.6370510494307,1657232000,borrow
0x0000000000000000000000000000000000000017,DAI,3291.580901102631,1671488000,borrow
0x0000000000000000000000000000000000000017,USDT,3246.0652030079123,1685744000,borrow
0x0000000000000000000000000000000000000018,ETH,598.4558331052694,1682028800,borrow
0x0000000000000000000000000000000000000018,USDC,863.3732176315889,1688019200,borrow
0x0000000000000000000000000000000000000018,WBTC,685.7120969369308,1694009600,borrow
0x0000000000000000000000000000000000000019,ETH,1686.311901248998,1658528000,borrow
0x0000000000000000000000000000000000000019,USDC,1510.8374230921436,1668896000,borrow
0x0000000000000000000000000000000000000019,WBTC,1491.3705895633504,1679264000,borrow
0x0000000000000000000000000000000000000019,DAI,1863.889667539203,1689632000,borrow
0x000000000000000000000000000000000000001a,ETH,3646.652152786288,1696284800,borrow
0x000000000000000000000000000000000000001a,USDC,2835.4976044190266,1697213600,borrow
0x000000000000000000000000000000000000001a,WBTC,2582.7495081088746,1698142400,borrow
0x000000000000000000000000000000000000001a,DAI,4246.011447341535,1699071200,borrow
0x000000000000000000000000000000000000001b,ETH,3671.887155645328,1657059200,borrow
0x000000000000000000000000000000000000001b,USDC,5287.148573115098,1664216000,borrow
0x000000000000000000000000000000000000001b,WBTC,4624.491279481919,1671372800,borrow
0x000000000000000000000000000000000000001b,DAI,3634.83437093586,1678529600,borrow
0x000000000000000000000000000000000000001b,USDT,5405.587625610846,1685686400,borrow
0x000000000000000000000000000000000000001b,LINK,5761.159361491163,1692843200,borrow
0x000000000000000000000000000000000000001c,ETH,1335.7680088109307,1692742400,borrow
0x000000000000000000000000000000000000001c,USDC,1279.3396305252274,1696371200,borrow
0x000000000000000000000000000000000000001d,ETH,1851.6536341977057,1615500800,borrow
0x000000000000000000000000000000000000001d,USDC,2044.3914185312753,1636625600,borrow
0x000000000000000000000000000000000000001d,WBTC,1785.6172602368595,1657750400,borrow
0x000000000000000000000000000000000000001d,DAI,1753.3590793550864,1678875200,borrow
0x000000000000000000000000000000000000001e,ETH,290.6845180839278,1631225600,borrow
0x000000000000000000000000000000000000001e,USDC,342.8749850701951,1648419200,borrow
0x000000000000000000000000000000000000001e,WBTC,262.960402050733,1665612800,borrow
0x000000000000000000000000000000000000001e,DAI,373.46394485638615,1682806400,borrow
0x000000000000000000000000000000000000001f,ETH,30528.900538204438,1656368000,borrow
0x000000000000000000000000000000000000001f,USDC,35831.86216700168,1667276000,borrow
0x000000000000000000000000000000000000001f,WBTC,37139.28787345783,1678184000,borrow
0x000000000000000000000000000000000000001f,DAI,36775.890781641196,1689092000,borrow
0x0000000000000000000000000000000000000020,ETH,7085.049961405809,1690236800,borrow
0x0000000000000000000000000000000000000020,USDC,5952.912775667958,1692189440,borrow
0x0000000000000000000000000000000000000020,WBTC,6106.94674147957,1694142080,borrow
0x0000000000000000000000000000000000000020,DAI,7290.661164431648,1696094720,borrow
0x0000000000000000000000000000000000000020,USDT,7528.837781948834,1698047360,borrow
0x0000000000000000000000000000000000000021,ETH,5294.209747951088,1647814400,borrow
0x0000000000000000000000000000000000000021,USDC,8629.776832969901,1673907200,borrow
0x0000000000000000000000000000000000000022,ETH,209.83127995544947,1633817600,borrow
0x0000000000000000000000000000000000000022,USDC,292.10401249355215,1644848000,borrow
0x0000000000000000000000000000000000000022,WBTC,279.57698495390434,1655878400,borrow
0x0000000000000000000000000000000000000022,DAI,289.4519833086166,1666908800,borrow
0x0000000000000000000000000000000000000022,USDT,280.0284028525439,1677939200,borrow
0x0000000000000000000000000000000000000022,LINK,201.66426960833672,1688969600,borrow
0x0000000000000000000000000000000000000023,ETH,1497.530566000129,1681510400,borrow
0x0000000000000000000000000000000000000023,USDC,1487.3870008490633,1687673600,borrow
0x0000000000000000000000000000000000000023,WBTC,1170.9799909175679,1693836800,borrow
0x0000000000000000000000000000000000000024,ETH,1555.3827177268963,1649801600,borrow
0x0000000000000000000000000000000000000024,USDC,1526.6431812594828,1666534400,borrow
0x0000000000000000000000000000000000000024,WBTC,1384.2355837998787,1683267200,borrow
0x0000000000000000000000000000000000000025,ETH,219.97440848531377,1629238400,borrow
0x0000000000000000000000000000000000000026,ETH,13450.347026786989,1633040000,borrow
0x0000000000000000000000000000000000000026,USDC,14375.668366443497,1655360000,borrow
