wallet,asset,amount_usd,timestamp,event
0x0000000000000000000000000000000000000000,ETH,2953.7182679694115,1640708000,repay
0x0000000000000000000000000000000000000000,USDC,2953.7182679694115,1648613600,repay
0x0000000000000000000000000000000000000000,WBTC,2953.7182679694115,1656519200,repay
0x0000000000000000000000000000000000000000,DAI,2953.7182679694115,1664424800,repay
0x0000000000000000000000000000000000000000,USDT,2953.7182679694115,1672330400,repay
0x0000000000000000000000000000000000000000,LINK,2953.7182679694115,1680236000,repay
0x0000000000000000000000000000000000000000,AAVE,2953.7182679694115,1688141600,repay
0x0000000000000000000000000000000000000000,ETH,2953.7182679694115,1696047200,repay
0x0000000000000000000000000000000000000001,ETH,5836.803573917886,1684880000,repay
0x0000000000000000000000000000000000000001,USDC,5836.803573917886,1690928000,repay
0x0000000000000000000000000000000000000001,WBTC,5836.803573917886,1696976000,repay
0x0000000000000000000000000000000000000002,ETH,2537.0580145847807,1629082880,repay
0x0000000000000000000000000000000000000002,USDC,2537.0580145847807,1644842240,repay
0x0000000000000000000000000000000000000002,WBTC,2537.0580145847807,1660601600,repay
0x0000000000000000000000000000000000000002,DAI,2537.0580145847807,1676360960,repay
0x0000000000000000000000000000000000000002,USDT,2537.0580145847807,1692120320,repay
0x0000000000000000000000000000000000000003,ETH,1019.6993890514656,1646021600,repay
0x0000000000000000000000000000000000000003,USDC,1019.6993890514656,1682007200,repay
0x0000000000000000000000000000000000000004,ETH,6511.39861559789,1686464000,repay
0x0000000000000000000000000000000000000004,USDC,6511.39861559789,1691878400,repay
0x0000000000000000000000000000000000000004,WBTC,6511.39861559789,1697292800,repay
0x0000000000000000000000000000000000000005,ETH,7733.059700133815,1630700000,repay
0x0000000000000000000000000000000000000005,USDC,7733.059700133815,1643300000,repay
0x0000000000000000000000000000000000000005,WBTC,7733.059700133815,1655900000,repay
0x0000000000000000000000000000000000000005,DAI,7733.059700133815,1668500000,repay
0x0000000000000000000000000000000000000005,USDT,7733.059700133815,1681100000,repay
0x0000000000000000000000000000000000000005,LINK,7733.059700133815,1693700000,repay
0x0000000000000000000000000000000000000006,ETH,4671.988288782829,1677773600,repay
0x0000000000000000000000000000000000000006,USDC,4671.988288782829,1684124000,repay
0x0000000000000000000000000000000000000006,WBTC,4671.988288782829,1690474400,repay
0x0000000000000000000000000000000000000006,DAI,4671.988288782829,1696824800,repay
0x0000000000000000000000000000000000000007,ETH,818.0791443007319,1695334400,repay
0x0000000000000000000000000000000000000008,ETH,1801.451320759264,1648134080,repay
0x0000000000000000000000000000000000000008,USDC,1801.451320759264,1659659840,repay
0x0000000000000000000000000000000000000008,WBTC,1801.451320759264,1671185600,repay
0x0000000000000000000000000000000000000008,DAI,1801.451320759264,1682711360,repay
0x0000000000000000000000000000000000000008,USDT,1801.451320759264,1694237120,repay
